tile_id,image_id,row,col,tissue_fraction,label,label_source
Duodenum_CKAP4_Male_79_2650__r7c6.jpg,Duodenum_CKAP4_Male_79_2650.jpg,7,6,0.0023,no,auto
Duodenum_CKAP4_Male_79_2650__r7c7.jpg,Duodenum_CKAP4_Male_79_2650.jpg,7,7,0.0011,no,auto
Small_intestine_ABCG2_Male_26_3472__r0c0.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,0,0,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r0c1.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,0,1,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r0c2.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,0,2,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r0c3.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,0,3,0.0005,no,auto
Small_intestine_ABCG2_Male_26_3472__r0c6.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,0,6,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r0c7.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,0,7,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r1c0.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,1,0,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r1c1.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,1,1,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r1c2.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,1,2,0.0002,no,auto
Small_intestine_ABCG2_Male_26_3472__r1c3.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,1,3,0.0010,no,auto
Small_intestine_ABCG2_Male_26_3472__r1c7.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,1,7,0.0033,no,auto
Small_intestine_ABCG2_Male_26_3472__r2c0.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,2,0,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r2c1.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,2,1,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r2c2.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,2,2,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r3c0.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,3,0,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r3c1.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,3,1,0.0030,no,auto
Small_intestine_ABCG2_Male_26_3472__r4c0.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,4,0,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r5c0.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,5,0,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r6c0.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,6,0,0.0000,no,auto
Small_intestine_ABCG2_Male_26_3472__r6c7.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,6,7,0.0001,no,auto
Small_intestine_ABCG2_Male_26_3472__r7c0.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,7,0,0.0001,no,auto
Small_intestine_ABCG2_Male_26_3472__r7c1.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,7,1,0.0095,no,auto
Small_intestine_ABCG2_Male_26_3472__r7c6.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,7,6,0.0020,no,auto
Small_intestine_ABCG2_Male_26_3472__r7c7.jpg,Small_intestine_ABCG2_Male_26_3472.jpg,7,7,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r0c0.jpg,Duodenum_GRK3_Female_48_75.jpg,0,0,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r0c1.jpg,Duodenum_GRK3_Female_48_75.jpg,0,1,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r0c2.jpg,Duodenum_GRK3_Female_48_75.jpg,0,2,0.0001,no,auto
Duodenum_GRK3_Female_48_75__r0c3.jpg,Duodenum_GRK3_Female_48_75.jpg,0,3,0.0079,no,auto
Duodenum_GRK3_Female_48_75__r0c4.jpg,Duodenum_GRK3_Female_48_75.jpg,0,4,0.0100,no,auto
Duodenum_GRK3_Female_48_75__r0c5.jpg,Duodenum_GRK3_Female_48_75.jpg,0,5,0.0001,no,auto
Duodenum_GRK3_Female_48_75__r0c6.jpg,Duodenum_GRK3_Female_48_75.jpg,0,6,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r0c7.jpg,Duodenum_GRK3_Female_48_75.jpg,0,7,0.0005,no,auto
Duodenum_GRK3_Female_48_75__r1c0.jpg,Duodenum_GRK3_Female_48_75.jpg,1,0,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r1c1.jpg,Duodenum_GRK3_Female_48_75.jpg,1,1,0.0429,no,auto
Duodenum_GRK3_Female_48_75__r1c6.jpg,Duodenum_GRK3_Female_48_75.jpg,1,6,0.0002,no,auto
Duodenum_GRK3_Female_48_75__r1c7.jpg,Duodenum_GRK3_Female_48_75.jpg,1,7,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r2c0.jpg,Duodenum_GRK3_Female_48_75.jpg,2,0,0.0423,no,auto
Duodenum_GRK3_Female_48_75__r2c6.jpg,Duodenum_GRK3_Female_48_75.jpg,2,6,0.0430,no,auto
Duodenum_GRK3_Female_48_75__r2c7.jpg,Duodenum_GRK3_Female_48_75.jpg,2,7,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r3c7.jpg,Duodenum_GRK3_Female_48_75.jpg,3,7,0.0001,no,auto
Duodenum_GRK3_Female_48_75__r4c6.jpg,Duodenum_GRK3_Female_48_75.jpg,4,6,0.0468,no,auto
Duodenum_GRK3_Female_48_75__r4c7.jpg,Duodenum_GRK3_Female_48_75.jpg,4,7,0.0002,no,auto
Duodenum_GRK3_Female_48_75__r5c0.jpg,Duodenum_GRK3_Female_48_75.jpg,5,0,0.0240,no,auto
Duodenum_GRK3_Female_48_75__r5c7.jpg,Duodenum_GRK3_Female_48_75.jpg,5,7,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r6c0.jpg,Duodenum_GRK3_Female_48_75.jpg,6,0,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r6c6.jpg,Duodenum_GRK3_Female_48_75.jpg,6,6,0.0058,no,auto
Duodenum_GRK3_Female_48_75__r6c7.jpg,Duodenum_GRK3_Female_48_75.jpg,6,7,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r7c0.jpg,Duodenum_GRK3_Female_48_75.jpg,7,0,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r7c1.jpg,Duodenum_GRK3_Female_48_75.jpg,7,1,0.0001,no,auto
Duodenum_GRK3_Female_48_75__r7c2.jpg,Duodenum_GRK3_Female_48_75.jpg,7,2,0.0001,no,auto
Duodenum_GRK3_Female_48_75__r7c3.jpg,Duodenum_GRK3_Female_48_75.jpg,7,3,0.0137,no,auto
Duodenum_GRK3_Female_48_75__r7c4.jpg,Duodenum_GRK3_Female_48_75.jpg,7,4,0.0022,no,auto
Duodenum_GRK3_Female_48_75__r7c5.jpg,Duodenum_GRK3_Female_48_75.jpg,7,5,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r7c6.jpg,Duodenum_GRK3_Female_48_75.jpg,7,6,0.0000,no,auto
Duodenum_GRK3_Female_48_75__r7c7.jpg,Duodenum_GRK3_Female_48_75.jpg,7,7,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r0c0.jpg,Duodenum_ADH6_Female_67_3479.jpg,0,0,0.0002,no,auto
Duodenum_ADH6_Female_67_3479__r0c1.jpg,Duodenum_ADH6_Female_67_3479.jpg,0,1,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r0c2.jpg,Duodenum_ADH6_Female_67_3479.jpg,0,2,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r0c3.jpg,Duodenum_ADH6_Female_67_3479.jpg,0,3,0.0383,no,auto
Duodenum_ADH6_Female_67_3479__r0c5.jpg,Duodenum_ADH6_Female_67_3479.jpg,0,5,0.0039,no,auto
Duodenum_ADH6_Female_67_3479__r0c6.jpg,Duodenum_ADH6_Female_67_3479.jpg,0,6,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r0c7.jpg,Duodenum_ADH6_Female_67_3479.jpg,0,7,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r1c0.jpg,Duodenum_ADH6_Female_67_3479.jpg,1,0,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r1c1.jpg,Duodenum_ADH6_Female_67_3479.jpg,1,1,0.0370,no,auto
Duodenum_ADH6_Female_67_3479__r1c7.jpg,Duodenum_ADH6_Female_67_3479.jpg,1,7,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r2c0.jpg,Duodenum_ADH6_Female_67_3479.jpg,2,0,0.0001,no,auto
Duodenum_ADH6_Female_67_3479__r2c7.jpg,Duodenum_ADH6_Female_67_3479.jpg,2,7,0.0030,no,auto
Duodenum_ADH6_Female_67_3479__r5c0.jpg,Duodenum_ADH6_Female_67_3479.jpg,5,0,0.0155,no,auto
Duodenum_ADH6_Female_67_3479__r5c7.jpg,Duodenum_ADH6_Female_67_3479.jpg,5,7,0.0051,no,auto
Duodenum_ADH6_Female_67_3479__r6c0.jpg,Duodenum_ADH6_Female_67_3479.jpg,6,0,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r6c6.jpg,Duodenum_ADH6_Female_67_3479.jpg,6,6,0.0425,no,auto
Duodenum_ADH6_Female_67_3479__r6c7.jpg,Duodenum_ADH6_Female_67_3479.jpg,6,7,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r7c0.jpg,Duodenum_ADH6_Female_67_3479.jpg,7,0,0.0001,no,auto
Duodenum_ADH6_Female_67_3479__r7c1.jpg,Duodenum_ADH6_Female_67_3479.jpg,7,1,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r7c2.jpg,Duodenum_ADH6_Female_67_3479.jpg,7,2,0.0070,no,auto
Duodenum_ADH6_Female_67_3479__r7c5.jpg,Duodenum_ADH6_Female_67_3479.jpg,7,5,0.0003,no,auto
Duodenum_ADH6_Female_67_3479__r7c6.jpg,Duodenum_ADH6_Female_67_3479.jpg,7,6,0.0000,no,auto
Duodenum_ADH6_Female_67_3479__r7c7.jpg,Duodenum_ADH6_Female_67_3479.jpg,7,7,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r0c0.jpg,Duodenum_CHGA_Female_43_148.jpg,0,0,0.0001,no,auto
Duodenum_CHGA_Female_43_148__r0c1.jpg,Duodenum_CHGA_Female_43_148.jpg,0,1,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r0c2.jpg,Duodenum_CHGA_Female_43_148.jpg,0,2,0.0001,no,auto
Duodenum_CHGA_Female_43_148__r0c6.jpg,Duodenum_CHGA_Female_43_148.jpg,0,6,0.0005,no,auto
Duodenum_CHGA_Female_43_148__r0c7.jpg,Duodenum_CHGA_Female_43_148.jpg,0,7,0.0001,no,auto
Duodenum_CHGA_Female_43_148__r1c0.jpg,Duodenum_CHGA_Female_43_148.jpg,1,0,0.0001,no,auto
Duodenum_CHGA_Female_43_148__r1c1.jpg,Duodenum_CHGA_Female_43_148.jpg,1,1,0.0213,no,auto
Duodenum_CHGA_Female_43_148__r1c7.jpg,Duodenum_CHGA_Female_43_148.jpg,1,7,0.0005,no,auto
Duodenum_CHGA_Female_43_148__r2c0.jpg,Duodenum_CHGA_Female_43_148.jpg,2,0,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r3c0.jpg,Duodenum_CHGA_Female_43_148.jpg,3,0,0.0030,no,auto
Duodenum_CHGA_Female_43_148__r4c0.jpg,Duodenum_CHGA_Female_43_148.jpg,4,0,0.0008,no,auto
Duodenum_CHGA_Female_43_148__r5c0.jpg,Duodenum_CHGA_Female_43_148.jpg,5,0,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r5c7.jpg,Duodenum_CHGA_Female_43_148.jpg,5,7,0.0301,no,auto
Duodenum_CHGA_Female_43_148__r6c0.jpg,Duodenum_CHGA_Female_43_148.jpg,6,0,0.0004,no,auto
Duodenum_CHGA_Female_43_148__r6c1.jpg,Duodenum_CHGA_Female_43_148.jpg,6,1,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r6c7.jpg,Duodenum_CHGA_Female_43_148.jpg,6,7,0.0002,no,auto
Duodenum_CHGA_Female_43_148__r7c0.jpg,Duodenum_CHGA_Female_43_148.jpg,7,0,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r7c1.jpg,Duodenum_CHGA_Female_43_148.jpg,7,1,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r7c2.jpg,Duodenum_CHGA_Female_43_148.jpg,7,2,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r7c3.jpg,Duodenum_CHGA_Female_43_148.jpg,7,3,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r7c4.jpg,Duodenum_CHGA_Female_43_148.jpg,7,4,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r7c5.jpg,Duodenum_CHGA_Female_43_148.jpg,7,5,0.0004,no,auto
Duodenum_CHGA_Female_43_148__r7c6.jpg,Duodenum_CHGA_Female_43_148.jpg,7,6,0.0000,no,auto
Duodenum_CHGA_Female_43_148__r7c7.jpg,Duodenum_CHGA_Female_43_148.jpg,7,7,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r0c0.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,0,0,0.0001,no,auto
Small_intestine_ACBD5_Male_71_2411__r0c1.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,0,1,0.0001,no,auto
Small_intestine_ACBD5_Male_71_2411__r0c2.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,0,2,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r0c3.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,0,3,0.0167,no,auto
Small_intestine_ACBD5_Male_71_2411__r0c6.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,0,6,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r0c7.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,0,7,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r1c0.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,1,0,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r1c1.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,1,1,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r1c2.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,1,2,0.0055,no,auto
Small_intestine_ACBD5_Male_71_2411__r1c7.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,1,7,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r2c0.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,2,0,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r2c1.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,2,1,0.0029,no,auto
Small_intestine_ACBD5_Male_71_2411__r2c2.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,2,2,0.0015,no,auto
Small_intestine_ACBD5_Male_71_2411__r3c0.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,3,0,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r3c1.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,3,1,0.0315,no,auto
Small_intestine_ACBD5_Male_71_2411__r3c2.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,3,2,0.0312,no,auto
Small_intestine_ACBD5_Male_71_2411__r4c0.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,4,0,0.0001,no,auto
Small_intestine_ACBD5_Male_71_2411__r4c2.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,4,2,0.0498,no,auto
Small_intestine_ACBD5_Male_71_2411__r5c0.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,5,0,0.0008,no,auto
Small_intestine_ACBD5_Male_71_2411__r5c1.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,5,1,0.0484,no,auto
Small_intestine_ACBD5_Male_71_2411__r6c0.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,6,0,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r6c1.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,6,1,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r6c7.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,6,7,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r7c0.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,7,0,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r7c1.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,7,1,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r7c2.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,7,2,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r7c3.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,7,3,0.0047,no,auto
Small_intestine_ACBD5_Male_71_2411__r7c6.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,7,6,0.0000,no,auto
Small_intestine_ACBD5_Male_71_2411__r7c7.jpg,Small_intestine_ACBD5_Male_71_2411.jpg,7,7,0.0001,no,auto
Duodenum_C18orf32_Male_35_3219__r0c0.jpg,Duodenum_C18orf32_Male_35_3219.jpg,0,0,0.0006,no,auto
Duodenum_C18orf32_Male_35_3219__r0c1.jpg,Duodenum_C18orf32_Male_35_3219.jpg,0,1,0.0001,no,auto
Duodenum_C18orf32_Male_35_3219__r0c2.jpg,Duodenum_C18orf32_Male_35_3219.jpg,0,2,0.0357,no,auto
Duodenum_C18orf32_Male_35_3219__r0c4.jpg,Duodenum_C18orf32_Male_35_3219.jpg,0,4,0.0170,no,auto
Duodenum_C18orf32_Male_35_3219__r0c6.jpg,Duodenum_C18orf32_Male_35_3219.jpg,0,6,0.0002,no,auto
Duodenum_C18orf32_Male_35_3219__r0c7.jpg,Duodenum_C18orf32_Male_35_3219.jpg,0,7,0.0015,no,auto
Duodenum_C18orf32_Male_35_3219__r1c0.jpg,Duodenum_C18orf32_Male_35_3219.jpg,1,0,0.0002,no,auto
Duodenum_C18orf32_Male_35_3219__r5c0.jpg,Duodenum_C18orf32_Male_35_3219.jpg,5,0,0.0028,no,auto
Duodenum_C18orf32_Male_35_3219__r6c0.jpg,Duodenum_C18orf32_Male_35_3219.jpg,6,0,0.0001,no,auto
Duodenum_C18orf32_Male_35_3219__r6c7.jpg,Duodenum_C18orf32_Male_35_3219.jpg,6,7,0.0001,no,auto
Duodenum_C18orf32_Male_35_3219__r7c0.jpg,Duodenum_C18orf32_Male_35_3219.jpg,7,0,0.0001,no,auto
Duodenum_C18orf32_Male_35_3219__r7c1.jpg,Duodenum_C18orf32_Male_35_3219.jpg,7,1,0.0001,no,auto
Duodenum_C18orf32_Male_35_3219__r7c6.jpg,Duodenum_C18orf32_Male_35_3219.jpg,7,6,0.0001,no,auto
Duodenum_C18orf32_Male_35_3219__r7c7.jpg,Duodenum_C18orf32_Male_35_3219.jpg,7,7,0.0004,no,auto
Duodenum_AAGAB_Female_62_3515__r0c0.jpg,Duodenum_AAGAB_Female_62_3515.jpg,0,0,0.0000,no,auto
Duodenum_AAGAB_Female_62_3515__r0c1.jpg,Duodenum_AAGAB_Female_62_3515.jpg,0,1,0.0002,no,auto
Duodenum_AAGAB_Female_62_3515__r0c5.jpg,Duodenum_AAGAB_Female_62_3515.jpg,0,5,0.0250,no,auto
Duodenum_AAGAB_Female_62_3515__r0c6.jpg,Duodenum_AAGAB_Female_62_3515.jpg,0,6,0.0000,no,auto
Duodenum_AAGAB_Female_62_3515__r0c7.jpg,Duodenum_AAGAB_Female_62_3515.jpg,0,7,0.0003,no,auto
Duodenum_AAGAB_Female_62_3515__r1c0.jpg,Duodenum_AAGAB_Female_62_3515.jpg,1,0,0.0001,no,auto
Duodenum_AAGAB_Female_62_3515__r1c7.jpg,Duodenum_AAGAB_Female_62_3515.jpg,1,7,0.0000,no,auto
Duodenum_AAGAB_Female_62_3515__r2c7.jpg,Duodenum_AAGAB_Female_62_3515.jpg,2,7,0.0004,no,auto
Duodenum_AAGAB_Female_62_3515__r3c7.jpg,Duodenum_AAGAB_Female_62_3515.jpg,3,7,0.0009,no,auto
Duodenum_AAGAB_Female_62_3515__r4c0.jpg,Duodenum_AAGAB_Female_62_3515.jpg,4,0,0.0499,no,auto
Duodenum_AAGAB_Female_62_3515__r4c7.jpg,Duodenum_AAGAB_Female_62_3515.jpg,4,7,0.0039,no,auto
Duodenum_AAGAB_Female_62_3515__r5c0.jpg,Duodenum_AAGAB_Female_62_3515.jpg,5,0,0.0001,no,auto
Duodenum_AAGAB_Female_62_3515__r5c7.jpg,Duodenum_AAGAB_Female_62_3515.jpg,5,7,0.0000,no,auto
Duodenum_AAGAB_Female_62_3515__r6c0.jpg,Duodenum_AAGAB_Female_62_3515.jpg,6,0,0.0002,no,auto
Duodenum_AAGAB_Female_62_3515__r6c7.jpg,Duodenum_AAGAB_Female_62_3515.jpg,6,7,0.0000,no,auto
Duodenum_AAGAB_Female_62_3515__r7c0.jpg,Duodenum_AAGAB_Female_62_3515.jpg,7,0,0.0001,no,auto
Duodenum_AAGAB_Female_62_3515__r7c1.jpg,Duodenum_AAGAB_Female_62_3515.jpg,7,1,0.0000,no,auto
Duodenum_AAGAB_Female_62_3515__r7c6.jpg,Duodenum_AAGAB_Female_62_3515.jpg,7,6,0.0000,no,auto
Duodenum_AAGAB_Female_62_3515__r7c7.jpg,Duodenum_AAGAB_Female_62_3515.jpg,7,7,0.0000,no,auto
Duodenum_COX4I1_Male_66_2329__r0c0.jpg,Duodenum_COX4I1_Male_66_2329.jpg,0,0,0.0003,no,auto
Duodenum_COX4I1_Male_66_2329__r0c1.jpg,Duodenum_COX4I1_Male_66_2329.jpg,0,1,0.0004,no,auto
Duodenum_COX4I1_Male_66_2329__r0c2.jpg,Duodenum_COX4I1_Male_66_2329.jpg,0,2,0.0105,no,auto
Duodenum_COX4I1_Male_66_2329__r0c4.jpg,Duodenum_COX4I1_Male_66_2329.jpg,0,4,0.0046,no,auto
Duodenum_COX4I1_Male_66_2329__r0c5.jpg,Duodenum_COX4I1_Male_66_2329.jpg,0,5,0.0257,no,auto
Duodenum_COX4I1_Male_66_2329__r0c6.jpg,Duodenum_COX4I1_Male_66_2329.jpg,0,6,0.0143,no,auto
Duodenum_COX4I1_Male_66_2329__r0c7.jpg,Duodenum_COX4I1_Male_66_2329.jpg,0,7,0.0000,no,auto
Duodenum_COX4I1_Male_66_2329__r1c0.jpg,Duodenum_COX4I1_Male_66_2329.jpg,1,0,0.0001,no,auto
Duodenum_COX4I1_Male_66_2329__r1c1.jpg,Duodenum_COX4I1_Male_66_2329.jpg,1,1,0.0144,no,auto
Duodenum_COX4I1_Male_66_2329__r1c7.jpg,Duodenum_COX4I1_Male_66_2329.jpg,1,7,0.0007,no,auto
Duodenum_COX4I1_Male_66_2329__r2c0.jpg,Duodenum_COX4I1_Male_66_2329.jpg,2,0,0.0376,no,auto
Duodenum_COX4I1_Male_66_2329__r6c0.jpg,Duodenum_COX4I1_Male_66_2329.jpg,6,0,0.0007,no,auto
Duodenum_COX4I1_Male_66_2329__r6c7.jpg,Duodenum_COX4I1_Male_66_2329.jpg,6,7,0.0144,no,auto
Duodenum_COX4I1_Male_66_2329__r7c0.jpg,Duodenum_COX4I1_Male_66_2329.jpg,7,0,0.0005,no,auto
Duodenum_COX4I1_Male_66_2329__r7c1.jpg,Duodenum_COX4I1_Male_66_2329.jpg,7,1,0.0091,no,auto
Duodenum_COX4I1_Male_66_2329__r7c6.jpg,Duodenum_COX4I1_Male_66_2329.jpg,7,6,0.0020,no,auto
Duodenum_COX4I1_Male_66_2329__r7c7.jpg,Duodenum_COX4I1_Male_66_2329.jpg,7,7,0.0004,no,auto
Small_intestine_ABCD3_Male_66_4202__r0c0.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,0,0,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r0c1.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,0,1,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r0c2.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,0,2,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r0c5.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,0,5,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r0c6.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,0,6,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r0c7.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,0,7,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r1c0.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,1,0,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r1c6.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,1,6,0.0481,no,auto
Small_intestine_ABCD3_Male_66_4202__r1c7.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,1,7,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r2c0.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,2,0,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r2c7.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,2,7,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r3c7.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,3,7,0.0161,no,auto
Small_intestine_ABCD3_Male_66_4202__r4c7.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,4,7,0.0015,no,auto
Small_intestine_ABCD3_Male_66_4202__r5c0.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,5,0,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r5c2.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,5,2,0.0364,no,auto
Small_intestine_ABCD3_Male_66_4202__r5c7.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,5,7,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r6c0.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,6,0,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r6c1.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,6,1,0.0002,no,auto
Small_intestine_ABCD3_Male_66_4202__r6c2.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,6,2,0.0117,no,auto
Small_intestine_ABCD3_Male_66_4202__r6c3.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,6,3,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r6c7.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,6,7,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r7c0.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,7,0,0.0014,no,auto
Small_intestine_ABCD3_Male_66_4202__r7c1.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,7,1,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r7c2.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,7,2,0.0001,no,auto
Small_intestine_ABCD3_Male_66_4202__r7c3.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,7,3,0.0000,no,auto
Small_intestine_ABCD3_Male_66_4202__r7c4.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,7,4,0.0323,no,auto
Small_intestine_ABCD3_Male_66_4202__r7c5.jpg,Small_intestine_ABCD3_Male_66_4202.jpg,7,5,0.0033,no,auto
