tile_id,tissue_fraction
"Small_intestine,_NOS_ANKRD37_Female_71_3004__r7c7.jpg",0.0004
Duodenum_API5_Male_54_2562__r0c0.jpg,0.0000
Duodenum_API5_Male_54_2562__r0c1.jpg,0.0000
Duodenum_API5_Male_54_2562__r0c2.jpg,0.0130
Duodenum_API5_Male_54_2562__r0c3.jpg,0.2029
Duodenum_API5_Male_54_2562__r0c4.jpg,0.3175
Duodenum_API5_Male_54_2562__r0c5.jpg,0.0519
Duodenum_API5_Male_54_2562__r0c6.jpg,0.0001
Duodenum_API5_Male_54_2562__r0c7.jpg,0.0000
Duodenum_API5_Male_54_2562__r1c0.jpg,0.0000
Duodenum_API5_Male_54_2562__r1c1.jpg,0.0145
Duodenum_API5_Male_54_2562__r1c2.jpg,0.2484
Duodenum_API5_Male_54_2562__r1c3.jpg,0.3453
Duodenum_API5_Male_54_2562__r1c4.jpg,0.3952
Duodenum_API5_Male_54_2562__r1c5.jpg,0.2722
Duodenum_API5_Male_54_2562__r1c6.jpg,0.1350
Duodenum_API5_Male_54_2562__r1c7.jpg,0.0000
Duodenum_API5_Male_54_2562__r2c0.jpg,0.0000
Duodenum_API5_Male_54_2562__r2c1.jpg,0.0780
Duodenum_API5_Male_54_2562__r2c2.jpg,0.2541
Duodenum_API5_Male_54_2562__r2c3.jpg,0.3130
Duodenum_API5_Male_54_2562__r2c4.jpg,0.2995
Duodenum_API5_Male_54_2562__r2c5.jpg,0.2733
Duodenum_API5_Male_54_2562__r2c6.jpg,0.5188
Duodenum_API5_Male_54_2562__r2c7.jpg,0.0808
Duodenum_API5_Male_54_2562__r3c0.jpg,0.0000
Duodenum_API5_Male_54_2562__r3c1.jpg,0.1985
Duodenum_API5_Male_54_2562__r3c2.jpg,0.2435
Duodenum_API5_Male_54_2562__r3c3.jpg,0.2690
Duodenum_API5_Male_54_2562__r3c4.jpg,0.2746
Duodenum_API5_Male_54_2562__r3c5.jpg,0.3898
Duodenum_API5_Male_54_2562__r3c6.jpg,0.6824
Duodenum_API5_Male_54_2562__r3c7.jpg,0.2272
Duodenum_API5_Male_54_2562__r4c0.jpg,0.0000
Duodenum_API5_Male_54_2562__r4c1.jpg,0.2326
Duodenum_API5_Male_54_2562__r4c2.jpg,0.2504
Duodenum_API5_Male_54_2562__r4c3.jpg,0.2045
Duodenum_API5_Male_54_2562__r4c4.jpg,0.3180
Duodenum_API5_Male_54_2562__r4c5.jpg,0.6729
Duodenum_API5_Male_54_2562__r4c6.jpg,0.6152
Duodenum_API5_Male_54_2562__r4c7.jpg,0.2473
Duodenum_API5_Male_54_2562__r5c0.jpg,0.0000
Duodenum_API5_Male_54_2562__r5c1.jpg,0.1915
Duodenum_API5_Male_54_2562__r5c2.jpg,0.2862
Duodenum_API5_Male_54_2562__r5c3.jpg,0.3248
Duodenum_API5_Male_54_2562__r5c4.jpg,0.5323
Duodenum_API5_Male_54_2562__r5c5.jpg,0.6916
Duodenum_API5_Male_54_2562__r5c6.jpg,0.5070
Duodenum_API5_Male_54_2562__r5c7.jpg,0.0908
Duodenum_API5_Male_54_2562__r6c0.jpg,0.0005
Duodenum_API5_Male_54_2562__r6c1.jpg,0.0631
Duodenum_API5_Male_54_2562__r6c2.jpg,0.2981
Duodenum_API5_Male_54_2562__r6c3.jpg,0.2900
Duodenum_API5_Male_54_2562__r6c4.jpg,0.6975
Duodenum_API5_Male_54_2562__r6c5.jpg,0.6353
Duodenum_API5_Male_54_2562__r6c6.jpg,0.2779
Duodenum_API5_Male_54_2562__r6c7.jpg,0.0004
Duodenum_API5_Male_54_2562__r7c0.jpg,0.0000
Duodenum_API5_Male_54_2562__r7c1.jpg,0.0000
Duodenum_API5_Male_54_2562__r7c2.jpg,0.0597
Duodenum_API5_Male_54_2562__r7c3.jpg,0.2473
Duodenum_API5_Male_54_2562__r7c4.jpg,0.3775
Duodenum_API5_Male_54_2562__r7c5.jpg,0.1461
Duodenum_API5_Male_54_2562__r7c6.jpg,0.0002
Duodenum_API5_Male_54_2562__r7c7.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r0c0.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r0c1.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r0c2.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r0c3.jpg,0.0001
Duodenum_DHRS1_Male_73_64__r0c4.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r0c5.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r0c6.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r0c7.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r1c0.jpg,0.0002
Duodenum_DHRS1_Male_73_64__r1c1.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r1c2.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r1c3.jpg,0.0016
Duodenum_DHRS1_Male_73_64__r1c4.jpg,0.0021
Duodenum_DHRS1_Male_73_64__r1c5.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r1c6.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r1c7.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r2c0.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r2c1.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r2c2.jpg,0.2066
Duodenum_DHRS1_Male_73_64__r2c3.jpg,0.6309
Duodenum_DHRS1_Male_73_64__r2c4.jpg,0.7883
Duodenum_DHRS1_Male_73_64__r2c5.jpg,0.3566
Duodenum_DHRS1_Male_73_64__r2c6.jpg,0.0111
Duodenum_DHRS1_Male_73_64__r2c7.jpg,0.0009
Duodenum_DHRS1_Male_73_64__r3c0.jpg,0.0003
Duodenum_DHRS1_Male_73_64__r3c1.jpg,0.0320
Duodenum_DHRS1_Male_73_64__r3c2.jpg,0.6928
Duodenum_DHRS1_Male_73_64__r3c3.jpg,0.7016
Duodenum_DHRS1_Male_73_64__r3c4.jpg,0.7189
Duodenum_DHRS1_Male_73_64__r3c5.jpg,0.6780
Duodenum_DHRS1_Male_73_64__r3c6.jpg,0.1826
Duodenum_DHRS1_Male_73_64__r3c7.jpg,0.0002
Duodenum_DHRS1_Male_73_64__r4c0.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r4c1.jpg,0.1711
Duodenum_DHRS1_Male_73_64__r4c2.jpg,0.7102
Duodenum_DHRS1_Male_73_64__r4c3.jpg,0.5544
Duodenum_DHRS1_Male_73_64__r4c4.jpg,0.4059
Duodenum_DHRS1_Male_73_64__r4c5.jpg,0.4751
Duodenum_DHRS1_Male_73_64__r4c6.jpg,0.0862
Duodenum_DHRS1_Male_73_64__r4c7.jpg,0.0001
Duodenum_DHRS1_Male_73_64__r5c0.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r5c1.jpg,0.0403
Duodenum_DHRS1_Male_73_64__r5c2.jpg,0.5746
Duodenum_DHRS1_Male_73_64__r5c3.jpg,0.4658
Duodenum_DHRS1_Male_73_64__r5c4.jpg,0.3640
Duodenum_DHRS1_Male_73_64__r5c5.jpg,0.2308
Duodenum_DHRS1_Male_73_64__r5c6.jpg,0.0007
Duodenum_DHRS1_Male_73_64__r5c7.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r6c0.jpg,0.0001
Duodenum_DHRS1_Male_73_64__r6c1.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r6c2.jpg,0.0993
Duodenum_DHRS1_Male_73_64__r6c3.jpg,0.2177
Duodenum_DHRS1_Male_73_64__r6c4.jpg,0.0741
Duodenum_DHRS1_Male_73_64__r6c5.jpg,0.0017
Duodenum_DHRS1_Male_73_64__r6c6.jpg,0.0003
Duodenum_DHRS1_Male_73_64__r6c7.jpg,0.0002
Duodenum_DHRS1_Male_73_64__r7c0.jpg,0.0004
Duodenum_DHRS1_Male_73_64__r7c1.jpg,0.0002
Duodenum_DHRS1_Male_73_64__r7c2.jpg,0.0002
Duodenum_DHRS1_Male_73_64__r7c3.jpg,0.0002
Duodenum_DHRS1_Male_73_64__r7c4.jpg,0.0008
Duodenum_DHRS1_Male_73_64__r7c5.jpg,0.0001
Duodenum_DHRS1_Male_73_64__r7c6.jpg,0.0000
Duodenum_DHRS1_Male_73_64__r7c7.jpg,0.0009
Duodenum_CKAP4_Male_79_2650__r0c0.jpg,0.0003
Duodenum_CKAP4_Male_79_2650__r0c1.jpg,0.0000
Duodenum_CKAP4_Male_79_2650__r0c2.jpg,0.0004
Duodenum_CKAP4_Male_79_2650__r0c3.jpg,0.0040
Duodenum_CKAP4_Male_79_2650__r0c4.jpg,0.0608
Duodenum_CKAP4_Male_79_2650__r0c5.jpg,0.1273
Duodenum_CKAP4_Male_79_2650__r0c6.jpg,0.0006
Duodenum_CKAP4_Male_79_2650__r0c7.jpg,0.0006
Duodenum_CKAP4_Male_79_2650__r1c0.jpg,0.0002
Duodenum_CKAP4_Male_79_2650__r1c1.jpg,0.0002
Duodenum_CKAP4_Male_79_2650__r1c2.jpg,0.1293
Duodenum_CKAP4_Male_79_2650__r1c3.jpg,0.3240
Duodenum_CKAP4_Male_79_2650__r1c4.jpg,0.6514
Duodenum_CKAP4_Male_79_2650__r1c5.jpg,0.6255
Duodenum_CKAP4_Male_79_2650__r1c6.jpg,0.2791
Duodenum_CKAP4_Male_79_2650__r1c7.jpg,0.0014
Duodenum_CKAP4_Male_79_2650__r2c0.jpg,0.0002
Duodenum_CKAP4_Male_79_2650__r2c1.jpg,0.3802
Duodenum_CKAP4_Male_79_2650__r2c2.jpg,0.5189
Duodenum_CKAP4_Male_79_2650__r2c3.jpg,0.6728
Duodenum_CKAP4_Male_79_2650__r2c4.jpg,0.6836
Duodenum_CKAP4_Male_79_2650__r2c5.jpg,0.7693
Duodenum_CKAP4_Male_79_2650__r2c6.jpg,0.7030
Duodenum_CKAP4_Male_79_2650__r2c7.jpg,0.0199
Duodenum_CKAP4_Male_79_2650__r3c0.jpg,0.0236
Duodenum_CKAP4_Male_79_2650__r3c1.jpg,0.7022
Duodenum_CKAP4_Male_79_2650__r3c2.jpg,0.7149
Duodenum_CKAP4_Male_79_2650__r3c3.jpg,0.8166
Duodenum_CKAP4_Male_79_2650__r3c4.jpg,0.8211
Duodenum_CKAP4_Male_79_2650__r3c5.jpg,0.8955
Duodenum_CKAP4_Male_79_2650__r3c6.jpg,0.8187
Duodenum_CKAP4_Male_79_2650__r3c7.jpg,0.0603
Duodenum_CKAP4_Male_79_2650__r4c0.jpg,0.0009
Duodenum_CKAP4_Male_79_2650__r4c1.jpg,0.5959
Duodenum_CKAP4_Male_79_2650__r4c2.jpg,0.7458
Duodenum_CKAP4_Male_79_2650__r4c3.jpg,0.8782
Duodenum_CKAP4_Male_79_2650__r4c4.jpg,0.8647
Duodenum_CKAP4_Male_79_2650__r4c5.jpg,0.8666
Duodenum_CKAP4_Male_79_2650__r4c6.jpg,0.4636
Duodenum_CKAP4_Male_79_2650__r4c7.jpg,0.0021
Duodenum_CKAP4_Male_79_2650__r5c0.jpg,0.0001
Duodenum_CKAP4_Male_79_2650__r5c1.jpg,0.2086
Duodenum_CKAP4_Male_79_2650__r5c2.jpg,0.7895
Duodenum_CKAP4_Male_79_2650__r5c3.jpg,0.8643
Duodenum_CKAP4_Male_79_2650__r5c4.jpg,0.8534
Duodenum_CKAP4_Male_79_2650__r5c5.jpg,0.6140
Duodenum_CKAP4_Male_79_2650__r5c6.jpg,0.0664
Duodenum_CKAP4_Male_79_2650__r5c7.jpg,0.0026
Duodenum_CKAP4_Male_79_2650__r6c0.jpg,0.0006
Duodenum_CKAP4_Male_79_2650__r6c1.jpg,0.0020
Duodenum_CKAP4_Male_79_2650__r6c2.jpg,0.0677
Duodenum_CKAP4_Male_79_2650__r6c3.jpg,0.3181
Duodenum_CKAP4_Male_79_2650__r6c4.jpg,0.3173
Duodenum_CKAP4_Male_79_2650__r6c5.jpg,0.0332
Duodenum_CKAP4_Male_79_2650__r6c6.jpg,0.0013
Duodenum_CKAP4_Male_79_2650__r6c7.jpg,0.0007
Duodenum_CKAP4_Male_79_2650__r7c0.jpg,0.0006
Duodenum_CKAP4_Male_79_2650__r7c1.jpg,0.0015
Duodenum_CKAP4_Male_79_2650__r7c2.jpg,0.0039
Duodenum_CKAP4_Male_79_2650__r7c3.jpg,0.0028
Duodenum_CKAP4_Male_79_2650__r7c4.jpg,0.0024
Duodenum_CKAP4_Male_79_2650__r7c5.jpg,0.0010
Duodenum_CKAP4_Male_79_2650__r7c6.jpg,0.0023
Duodenum_CKAP4_Male_79_2650__r7c7.jpg,0.0011
Small_intestine_ABCG2_Male_26_3472__r0c0.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r0c1.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r0c2.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r0c3.jpg,0.0005
Small_intestine_ABCG2_Male_26_3472__r0c4.jpg,0.0749
Small_intestine_ABCG2_Male_26_3472__r0c5.jpg,0.1616
Small_intestine_ABCG2_Male_26_3472__r0c6.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r0c7.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r1c0.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r1c1.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r1c2.jpg,0.0002
Small_intestine_ABCG2_Male_26_3472__r1c3.jpg,0.0010
Small_intestine_ABCG2_Male_26_3472__r1c4.jpg,0.4461
Small_intestine_ABCG2_Male_26_3472__r1c5.jpg,0.6088
Small_intestine_ABCG2_Male_26_3472__r1c6.jpg,0.4119
Small_intestine_ABCG2_Male_26_3472__r1c7.jpg,0.0033
Small_intestine_ABCG2_Male_26_3472__r2c0.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r2c1.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r2c2.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r2c3.jpg,0.1826
Small_intestine_ABCG2_Male_26_3472__r2c4.jpg,0.6035
Small_intestine_ABCG2_Male_26_3472__r2c5.jpg,0.6548
Small_intestine_ABCG2_Male_26_3472__r2c6.jpg,0.6108
Small_intestine_ABCG2_Male_26_3472__r2c7.jpg,0.2138
Small_intestine_ABCG2_Male_26_3472__r3c0.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r3c1.jpg,0.0030
Small_intestine_ABCG2_Male_26_3472__r3c2.jpg,0.4920
Small_intestine_ABCG2_Male_26_3472__r3c3.jpg,0.6015
Small_intestine_ABCG2_Male_26_3472__r3c4.jpg,0.6260
Small_intestine_ABCG2_Male_26_3472__r3c5.jpg,0.6472
Small_intestine_ABCG2_Male_26_3472__r3c6.jpg,0.6181
Small_intestine_ABCG2_Male_26_3472__r3c7.jpg,0.4586
Small_intestine_ABCG2_Male_26_3472__r4c0.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r4c1.jpg,0.1480
Small_intestine_ABCG2_Male_26_3472__r4c2.jpg,0.6500
Small_intestine_ABCG2_Male_26_3472__r4c3.jpg,0.5999
Small_intestine_ABCG2_Male_26_3472__r4c4.jpg,0.6677
Small_intestine_ABCG2_Male_26_3472__r4c5.jpg,0.7317
Small_intestine_ABCG2_Male_26_3472__r4c6.jpg,0.7055
Small_intestine_ABCG2_Male_26_3472__r4c7.jpg,0.4332
Small_intestine_ABCG2_Male_26_3472__r5c0.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r5c1.jpg,0.3355
Small_intestine_ABCG2_Male_26_3472__r5c2.jpg,0.6556
Small_intestine_ABCG2_Male_26_3472__r5c3.jpg,0.7353
Small_intestine_ABCG2_Male_26_3472__r5c4.jpg,0.7506
Small_intestine_ABCG2_Male_26_3472__r5c5.jpg,0.7666
Small_intestine_ABCG2_Male_26_3472__r5c6.jpg,0.7523
Small_intestine_ABCG2_Male_26_3472__r5c7.jpg,0.1917
Small_intestine_ABCG2_Male_26_3472__r6c0.jpg,0.0000
Small_intestine_ABCG2_Male_26_3472__r6c1.jpg,0.3187
Small_intestine_ABCG2_Male_26_3472__r6c2.jpg,0.7167
Small_intestine_ABCG2_Male_26_3472__r6c3.jpg,0.7979
Small_intestine_ABCG2_Male_26_3472__r6c4.jpg,0.7200
Small_intestine_ABCG2_Male_26_3472__r6c5.jpg,0.7444
Small_intestine_ABCG2_Male_26_3472__r6c6.jpg,0.4318
Small_intestine_ABCG2_Male_26_3472__r6c7.jpg,0.0001
Small_intestine_ABCG2_Male_26_3472__r7c0.jpg,0.0001
Small_intestine_ABCG2_Male_26_3472__r7c1.jpg,0.0095
Small_intestine_ABCG2_Male_26_3472__r7c2.jpg,0.2975
Small_intestine_ABCG2_Male_26_3472__r7c3.jpg,0.4227
Small_intestine_ABCG2_Male_26_3472__r7c4.jpg,0.3522
Small_intestine_ABCG2_Male_26_3472__r7c5.jpg,0.2022
Small_intestine_ABCG2_Male_26_3472__r7c6.jpg,0.0020
Small_intestine_ABCG2_Male_26_3472__r7c7.jpg,0.0000
Duodenum_GRK3_Female_48_75__r0c0.jpg,0.0000
Duodenum_GRK3_Female_48_75__r0c1.jpg,0.0000
Duodenum_GRK3_Female_48_75__r0c2.jpg,0.0001
Duodenum_GRK3_Female_48_75__r0c3.jpg,0.0079
Duodenum_GRK3_Female_48_75__r0c4.jpg,0.0100
Duodenum_GRK3_Female_48_75__r0c5.jpg,0.0001
Duodenum_GRK3_Female_48_75__r0c6.jpg,0.0000
Duodenum_GRK3_Female_48_75__r0c7.jpg,0.0005
Duodenum_GRK3_Female_48_75__r1c0.jpg,0.0000
Duodenum_GRK3_Female_48_75__r1c1.jpg,0.0429
Duodenum_GRK3_Female_48_75__r1c2.jpg,0.3479
Duodenum_GRK3_Female_48_75__r1c3.jpg,0.3905
Duodenum_GRK3_Female_48_75__r1c4.jpg,0.3661
Duodenum_GRK3_Female_48_75__r1c5.jpg,0.1010
Duodenum_GRK3_Female_48_75__r1c6.jpg,0.0002
Duodenum_GRK3_Female_48_75__r1c7.jpg,0.0000
Duodenum_GRK3_Female_48_75__r2c0.jpg,0.0423
Duodenum_GRK3_Female_48_75__r2c1.jpg,0.3096
Duodenum_GRK3_Female_48_75__r2c2.jpg,0.5157
Duodenum_GRK3_Female_48_75__r2c3.jpg,0.4339
Duodenum_GRK3_Female_48_75__r2c4.jpg,0.4011
Duodenum_GRK3_Female_48_75__r2c5.jpg,0.2480
Duodenum_GRK3_Female_48_75__r2c6.jpg,0.0430
Duodenum_GRK3_Female_48_75__r2c7.jpg,0.0000
Duodenum_GRK3_Female_48_75__r3c0.jpg,0.2031
Duodenum_GRK3_Female_48_75__r3c1.jpg,0.4837
Duodenum_GRK3_Female_48_75__r3c2.jpg,0.5512
Duodenum_GRK3_Female_48_75__r3c3.jpg,0.4366
Duodenum_GRK3_Female_48_75__r3c4.jpg,0.5551
Duodenum_GRK3_Female_48_75__r3c5.jpg,0.2259
Duodenum_GRK3_Female_48_75__r3c6.jpg,0.0743
Duodenum_GRK3_Female_48_75__r3c7.jpg,0.0001
Duodenum_GRK3_Female_48_75__r4c0.jpg,0.0681
Duodenum_GRK3_Female_48_75__r4c1.jpg,0.3927
Duodenum_GRK3_Female_48_75__r4c2.jpg,0.4331
Duodenum_GRK3_Female_48_75__r4c3.jpg,0.4915
Duodenum_GRK3_Female_48_75__r4c4.jpg,0.5246
Duodenum_GRK3_Female_48_75__r4c5.jpg,0.2575
Duodenum_GRK3_Female_48_75__r4c6.jpg,0.0468
Duodenum_GRK3_Female_48_75__r4c7.jpg,0.0002
Duodenum_GRK3_Female_48_75__r5c0.jpg,0.0240
Duodenum_GRK3_Female_48_75__r5c1.jpg,0.4095
Duodenum_GRK3_Female_48_75__r5c2.jpg,0.4261
Duodenum_GRK3_Female_48_75__r5c3.jpg,0.3594
Duodenum_GRK3_Female_48_75__r5c4.jpg,0.4721
Duodenum_GRK3_Female_48_75__r5c5.jpg,0.3882
Duodenum_GRK3_Female_48_75__r5c6.jpg,0.1047
Duodenum_GRK3_Female_48_75__r5c7.jpg,0.0000
Duodenum_GRK3_Female_48_75__r6c0.jpg,0.0000
Duodenum_GRK3_Female_48_75__r6c1.jpg,0.1244
Duodenum_GRK3_Female_48_75__r6c2.jpg,0.2479
Duodenum_GRK3_Female_48_75__r6c3.jpg,0.4222
Duodenum_GRK3_Female_48_75__r6c4.jpg,0.5936
Duodenum_GRK3_Female_48_75__r6c5.jpg,0.3783
Duodenum_GRK3_Female_48_75__r6c6.jpg,0.0058
Duodenum_GRK3_Female_48_75__r6c7.jpg,0.0000
Duodenum_GRK3_Female_48_75__r7c0.jpg,0.0000
Duodenum_GRK3_Female_48_75__r7c1.jpg,0.0001
Duodenum_GRK3_Female_48_75__r7c2.jpg,0.0001
Duodenum_GRK3_Female_48_75__r7c3.jpg,0.0137
Duodenum_GRK3_Female_48_75__r7c4.jpg,0.0022
Duodenum_GRK3_Female_48_75__r7c5.jpg,0.0000
Duodenum_GRK3_Female_48_75__r7c6.jpg,0.0000
Duodenum_GRK3_Female_48_75__r7c7.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r0c0.jpg,0.0002
Duodenum_ADH6_Female_67_3479__r0c1.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r0c2.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r0c3.jpg,0.0383
Duodenum_ADH6_Female_67_3479__r0c4.jpg,0.0675
Duodenum_ADH6_Female_67_3479__r0c5.jpg,0.0039
Duodenum_ADH6_Female_67_3479__r0c6.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r0c7.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r1c0.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r1c1.jpg,0.0370
Duodenum_ADH6_Female_67_3479__r1c2.jpg,0.5445
Duodenum_ADH6_Female_67_3479__r1c3.jpg,0.7376
Duodenum_ADH6_Female_67_3479__r1c4.jpg,0.6516
Duodenum_ADH6_Female_67_3479__r1c5.jpg,0.2542
Duodenum_ADH6_Female_67_3479__r1c6.jpg,0.1007
Duodenum_ADH6_Female_67_3479__r1c7.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r2c0.jpg,0.0001
Duodenum_ADH6_Female_67_3479__r2c1.jpg,0.4228
Duodenum_ADH6_Female_67_3479__r2c2.jpg,0.5644
Duodenum_ADH6_Female_67_3479__r2c3.jpg,0.3506
Duodenum_ADH6_Female_67_3479__r2c4.jpg,0.4403
Duodenum_ADH6_Female_67_3479__r2c5.jpg,0.6061
Duodenum_ADH6_Female_67_3479__r2c6.jpg,0.5928
Duodenum_ADH6_Female_67_3479__r2c7.jpg,0.0030
Duodenum_ADH6_Female_67_3479__r3c0.jpg,0.0672
Duodenum_ADH6_Female_67_3479__r3c1.jpg,0.7849
Duodenum_ADH6_Female_67_3479__r3c2.jpg,0.7888
Duodenum_ADH6_Female_67_3479__r3c3.jpg,0.7004
Duodenum_ADH6_Female_67_3479__r3c4.jpg,0.7398
Duodenum_ADH6_Female_67_3479__r3c5.jpg,0.7579
Duodenum_ADH6_Female_67_3479__r3c6.jpg,0.7148
Duodenum_ADH6_Female_67_3479__r3c7.jpg,0.1421
Duodenum_ADH6_Female_67_3479__r4c0.jpg,0.1609
Duodenum_ADH6_Female_67_3479__r4c1.jpg,0.8030
Duodenum_ADH6_Female_67_3479__r4c2.jpg,0.6506
Duodenum_ADH6_Female_67_3479__r4c3.jpg,0.7578
Duodenum_ADH6_Female_67_3479__r4c4.jpg,0.5579
Duodenum_ADH6_Female_67_3479__r4c5.jpg,0.8485
Duodenum_ADH6_Female_67_3479__r4c6.jpg,0.8704
Duodenum_ADH6_Female_67_3479__r4c7.jpg,0.1436
Duodenum_ADH6_Female_67_3479__r5c0.jpg,0.0155
Duodenum_ADH6_Female_67_3479__r5c1.jpg,0.7677
Duodenum_ADH6_Female_67_3479__r5c2.jpg,0.8370
Duodenum_ADH6_Female_67_3479__r5c3.jpg,0.8524
Duodenum_ADH6_Female_67_3479__r5c4.jpg,0.8116
Duodenum_ADH6_Female_67_3479__r5c5.jpg,0.7838
Duodenum_ADH6_Female_67_3479__r5c6.jpg,0.6150
Duodenum_ADH6_Female_67_3479__r5c7.jpg,0.0051
Duodenum_ADH6_Female_67_3479__r6c0.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r6c1.jpg,0.1541
Duodenum_ADH6_Female_67_3479__r6c2.jpg,0.4411
Duodenum_ADH6_Female_67_3479__r6c3.jpg,0.5132
Duodenum_ADH6_Female_67_3479__r6c4.jpg,0.4757
Duodenum_ADH6_Female_67_3479__r6c5.jpg,0.3187
Duodenum_ADH6_Female_67_3479__r6c6.jpg,0.0425
Duodenum_ADH6_Female_67_3479__r6c7.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r7c0.jpg,0.0001
Duodenum_ADH6_Female_67_3479__r7c1.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r7c2.jpg,0.0070
Duodenum_ADH6_Female_67_3479__r7c3.jpg,0.0817
Duodenum_ADH6_Female_67_3479__r7c4.jpg,0.0574
Duodenum_ADH6_Female_67_3479__r7c5.jpg,0.0003
Duodenum_ADH6_Female_67_3479__r7c6.jpg,0.0000
Duodenum_ADH6_Female_67_3479__r7c7.jpg,0.0000
Duodenum_CHGA_Female_43_148__r0c0.jpg,0.0001
Duodenum_CHGA_Female_43_148__r0c1.jpg,0.0000
Duodenum_CHGA_Female_43_148__r0c2.jpg,0.0001
Duodenum_CHGA_Female_43_148__r0c3.jpg,0.0512
Duodenum_CHGA_Female_43_148__r0c4.jpg,0.1248
Duodenum_CHGA_Female_43_148__r0c5.jpg,0.0591
Duodenum_CHGA_Female_43_148__r0c6.jpg,0.0005
Duodenum_CHGA_Female_43_148__r0c7.jpg,0.0001
Duodenum_CHGA_Female_43_148__r1c0.jpg,0.0001
Duodenum_CHGA_Female_43_148__r1c1.jpg,0.0213
Duodenum_CHGA_Female_43_148__r1c2.jpg,0.3457
Duodenum_CHGA_Female_43_148__r1c3.jpg,0.2825
Duodenum_CHGA_Female_43_148__r1c4.jpg,0.2534
Duodenum_CHGA_Female_43_148__r1c5.jpg,0.2075
Duodenum_CHGA_Female_43_148__r1c6.jpg,0.1159
Duodenum_CHGA_Female_43_148__r1c7.jpg,0.0005
Duodenum_CHGA_Female_43_148__r2c0.jpg,0.0000
Duodenum_CHGA_Female_43_148__r2c1.jpg,0.2975
Duodenum_CHGA_Female_43_148__r2c2.jpg,0.3297
Duodenum_CHGA_Female_43_148__r2c3.jpg,0.4517
Duodenum_CHGA_Female_43_148__r2c4.jpg,0.4230
Duodenum_CHGA_Female_43_148__r2c5.jpg,0.1788
Duodenum_CHGA_Female_43_148__r2c6.jpg,0.1728
Duodenum_CHGA_Female_43_148__r2c7.jpg,0.0816
Duodenum_CHGA_Female_43_148__r3c0.jpg,0.0030
Duodenum_CHGA_Female_43_148__r3c1.jpg,0.4877
Duodenum_CHGA_Female_43_148__r3c2.jpg,0.3145
Duodenum_CHGA_Female_43_148__r3c3.jpg,0.2725
Duodenum_CHGA_Female_43_148__r3c4.jpg,0.2905
Duodenum_CHGA_Female_43_148__r3c5.jpg,0.1705
Duodenum_CHGA_Female_43_148__r3c6.jpg,0.2333
Duodenum_CHGA_Female_43_148__r3c7.jpg,0.1065
Duodenum_CHGA_Female_43_148__r4c0.jpg,0.0008
Duodenum_CHGA_Female_43_148__r4c1.jpg,0.5210
Duodenum_CHGA_Female_43_148__r4c2.jpg,0.5160
Duodenum_CHGA_Female_43_148__r4c3.jpg,0.1960
Duodenum_CHGA_Female_43_148__r4c4.jpg,0.3084
Duodenum_CHGA_Female_43_148__r4c5.jpg,0.2329
Duodenum_CHGA_Female_43_148__r4c6.jpg,0.2704
