source_image,label,donor,raw
Duodenum_DUSP28_Male_55_1920.jpg,usable,1920,usable
Duodenum_DUSP28_Male_59_1961.jpg,usable,1961,usable
Duodenum_DVL1_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_DVL1_Male_54_2562.jpg,usable,2562,usable
Duodenum_DVL2_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_DVL2_Female_67_3479.jpg,usable,3479,usable
Duodenum_DVL2_Male_54_2562.jpg,usable,2562,usable
Duodenum_DVL2_Male_59_1961.jpg,usable,1961,usable
Duodenum_DVL3_Female_62_3515.jpg,usable,3515,usable
Duodenum_DVL3_Male_35_3219.jpg,usable,3219,usable
Duodenum_DVL3_Male_55_1920.jpg,usable,1920,usable
Duodenum_DVL3_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_DYNC1I2_Female_62_3515.jpg,usable,3515,usable
Duodenum_DYNC1I2_Female_67_3479.jpg,usable,3479,usable
Duodenum_DYNC1I2_Male_35_3219.jpg,usable,3219,usable
Duodenum_DYNC1I2_Male_54_2562.jpg,unusable,2562,unusable
Duodenum_DYNC1I2_Male_55_1920.jpg,usable,1920,usable
Duodenum_DYNC2H1_Female_62_3515.jpg,usable,3515,usable
Duodenum_DYNC2H1_Male_35_3219.jpg,unusable,3219,unusable
Duodenum_DYNC2H1_Male_55_1920.jpg,usable,1920,usable
Duodenum_DYNC2I2_Female_62_3515.jpg,usable,3515,usable
Duodenum_DYNC2I2_Male_35_3219.jpg,usable,3219,usable
Duodenum_DYNC2I2_Male_55_1920.jpg,usable,1920,usable
Duodenum_DYNLRB1_Male_54_2562.jpg,usable,2562,usable
Duodenum_DYRK1A_Male_54_2562.jpg,usable,2562,usable
Duodenum_DZANK1_Female_62_3515.jpg,usable,3515,usable
Duodenum_DZANK1_Female_67_3479.jpg,usable,3479,usable
Duodenum_DZANK1_Male_59_1961.jpg,usable,1961,usable
Duodenum_E4F1_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_E4F1_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_E4F1_Female_67_3479.jpg,usable,3479,usable
Duodenum_E4F1_Male_59_1961.jpg,usable,1961,usable
Duodenum_EAF1_Female_62_3515.jpg,usable,3515,usable
Duodenum_EAF1_Female_67_3479.jpg,usable,3479,usable
Duodenum_EAF1_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_EARS2_Female_62_3515.jpg,usable,3515,usable
Duodenum_EARS2_Male_35_3219.jpg,usable,3219,usable
Duodenum_EARS2_Male_55_1920.jpg,usable,1920,usable
Duodenum_EBAG9_Male_54_2562.jpg,usable,2562,usable
Duodenum_EBNA1BP2_Male_54_2562.jpg,usable,2562,usable
Duodenum_ECD_Male_66_2329.jpg,usable,2329,usable
Duodenum_ECE1_Male_66_2329.jpg,usable,2329,usable
Duodenum_ECH1_Male_66_2329.jpg,usable,2329,usable
Duodenum_ECHDC3_Female_62_3515.jpg,usable,3515,usable
Duodenum_ECHDC3_Male_54_2562.jpg,usable,2562,usable
Duodenum_ECI1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ECI1_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_ECI2_Male_54_2562.jpg,usable,2562,usable
Duodenum_ECSIT_Male_54_2562.jpg,usable,2562,usable
Duodenum_EDAR_Female_62_3515.jpg,usable,3515,usable
Duodenum_EDAR_Female_67_3479.jpg,usable,3479,usable
Duodenum_EDAR_Male_55_1920.jpg,usable,1920,usable
Duodenum_EDC3_Female_62_3515.jpg,usable,3515,usable
Duodenum_EDC3_Male_35_3219.jpg,usable,3219,usable
Duodenum_EDC3_Male_55_1920.jpg,usable,1920,usable
Duodenum_EDC4_Female_62_3515.jpg,usable,3515,usable
Duodenum_EDC4_Male_35_3219.jpg,usable,3219,usable
Duodenum_EDC4_Male_55_1920.jpg,usable,1920,usable
Duodenum_EDEM2_Female_62_3515.jpg,usable,3515,usable
Duodenum_EDEM2_Female_67_3479.jpg,usable,3479,usable
Duodenum_EDEM2_Male_35_3219.jpg,usable,3219,usable
Duodenum_EDEM2_Male_55_1920.jpg,usable,1920,usable
Duodenum_EEF1A1_Female_62_3515.jpg,usable,3515,usable
Duodenum_EEF1A1_Female_67_3479.jpg,usable,3479,usable
Duodenum_EEF1A1_Male_55_1920.jpg,usable,1920,usable
Duodenum_EEF1B2_Male_54_2562.jpg,unusable,2562,unusable
Duodenum_EEF1B2_Male_55_1920.jpg,usable,1920,usable
Duodenum_EEF1D_Female_62_3515.jpg,usable,3515,usable
Duodenum_EEF1D_Male_54_2562.jpg,usable,2562,usable
Duodenum_EEF1G_Female_62_3515.jpg,usable,3515,usable
Duodenum_EEF1G_Female_67_3479.jpg,usable,3479,usable
Duodenum_EEF1G_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_EEF2_Female_62_3515.jpg,usable,3515,usable
Duodenum_EEF2_Female_67_3479.jpg,usable,3479,usable
Duodenum_EEF2_Male_54_2562.jpg,usable,2562,usable
Duodenum_EEF2_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_EFCAB2_Female_62_3515.jpg,usable,3515,usable
Duodenum_EFCAB2_Male_35_3219.jpg,usable,3219,usable
Duodenum_EFCAB2_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_EFHC1_Female_62_3515.jpg,usable,3515,usable
Duodenum_EFHC1_Female_67_3479.jpg,usable,3479,usable
Duodenum_EFHC1_Male_55_1920.jpg,usable,1920,usable
Duodenum_EFHD2_Female_62_3515.jpg,usable,3515,usable
Duodenum_EFHD2_Female_67_3479.jpg,usable,3479,usable
Duodenum_EFL1_Female_62_3515.jpg,usable,3515,usable
Duodenum_EFL1_Male_35_3219.jpg,usable,3219,usable
Duodenum_EFL1_Male_55_1920.jpg,usable,1920,usable
Duodenum_EFNA5_Male_54_2562.jpg,usable,2562,usable
Duodenum_EFR3A_Male_54_2562.jpg,usable,2562,usable
Duodenum_EFTUD2_Male_54_2562.jpg,usable,2562,usable
Duodenum_EGLN1_Male_54_2562.jpg,usable,2562,usable
Duodenum_EHBP1L1_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_EHBP1L1_Female_62_3515.jpg,usable,3515,usable
Duodenum_EHBP1L1_Male_54_2562.jpg,usable,2562,usable
Duodenum_EHBP1L1_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_EID1_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_EID1_Female_67_3479.jpg,usable,3479,usable
Duodenum_EID1_Male_55_1920.jpg,usable,1920,usable
Duodenum_EID2_Female_62_3515.jpg,usable,3515,usable
Duodenum_EID2_Female_67_3479.jpg,usable,3479,usable
Duodenum_EID2_Male_55_1920.jpg,usable,1920,usable
Duodenum_EIF1AD_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF1AD_Female_67_3479.jpg,usable,3479,usable
Duodenum_EIF1AD_Male_35_3219.jpg,usable,3219,usable
Duodenum_EIF2AK2_Male_54_2562.jpg,usable,2562,usable
Duodenum_EIF2AK2_Male_66_2329.jpg,unusable,2329,unusable
Duodenum_EIF2AK3_Male_54_2562.jpg,usable,2562,usable
Duodenum_EIF2B2_Female_53_3413.jpg,unusable,3413,unusable
Duodenum_EIF2B2_Male_66_2329.jpg,usable,2329,usable
Duodenum_EIF2B3_Male_54_2562.jpg,usable,2562,usable
Duodenum_EIF2S1_Male_54_2562.jpg,unusable,2562,unusable
Duodenum_EIF3B_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF3B_Female_67_3479.jpg,usable,3479,usable
Duodenum_EIF3B_Male_54_2562.jpg,usable,2562,usable
Duodenum_EIF3B_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_EIF3CL_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF3CL_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_EIF3CL_Male_55_1920.jpg,usable,1920,usable
Duodenum_EIF3C_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF3C_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_EIF3C_Male_35_3219.jpg,usable,3219,usable
Duodenum_EIF3C_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_EIF3F_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF3F_Female_67_3479.jpg,usable,3479,usable
Duodenum_EIF3F_Male_55_1920.jpg,usable,1920,usable
Duodenum_EIF3G_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF3G_Female_67_3479.jpg,usable,3479,usable
Duodenum_EIF3G_Male_55_1920.jpg,usable,1920,usable
Duodenum_EIF3I_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF3J_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF3J_Female_67_3479.jpg,usable,3479,usable
Duodenum_EIF3K_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF3K_Male_35_3219.jpg,usable,3219,usable
Duodenum_EIF4A2_Male_54_2562.jpg,usable,2562,usable
Duodenum_EIF4A3_Male_54_2562.jpg,unusable,2562,unusable
Duodenum_EIF4B_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF4B_Female_67_3479.jpg,usable,3479,usable
Duodenum_EIF4B_Male_55_1920.jpg,usable,1920,usable
Duodenum_EIF4E3_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF4E3_Female_67_3479.jpg,usable,3479,usable
Duodenum_EIF4E3_Male_59_1961.jpg,usable,1961,usable
Duodenum_EIF4EBP1_Female_53_3413.jpg,usable,3413,usable
Duodenum_EIF4EBP1_Male_66_2329.jpg,unusable,2329,unusable
Duodenum_EIF4EBP2_Male_54_2562.jpg,usable,2562,usable
Duodenum_EIF4ENIF1_Male_66_2329.jpg,usable,2329,usable
Duodenum_EIF4G1_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF4G1_Male_54_2562.jpg,usable,2562,usable
Duodenum_EIF5A_Male_66_2329.jpg,usable,2329,usable
Duodenum_EIF5B_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF5B_Male_35_3219.jpg,unusable,3219,unusable
Duodenum_EIF5B_Male_55_1920.jpg,usable,1920,usable
Duodenum_EIF5_Female_75_1098.jpg,usable,1098,usable
Duodenum_EIF5_Male_63_1647.jpg,unusable,1647,unusable
Duodenum_EIF5_Male_79_2650.jpg,usable,2650,usable
Duodenum_EIF5_Male_84_139.jpg,usable,139,usable
Duodenum_EIF6_Female_62_3515.jpg,usable,3515,usable
Duodenum_EIF6_Male_35_3219.jpg,usable,3219,usable
Duodenum_EIF6_Male_55_1920.jpg,usable,1920,usable
Duodenum_ELAPOR1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ELAPOR1_Female_67_3479.jpg,usable,3479,usable
Duodenum_ELAPOR1_Male_35_3219.jpg,usable,3219,usable
Duodenum_ELAPOR1_Male_54_2562.jpg,unusable,2562,unusable
Duodenum_ELAPOR1_Male_59_1961.jpg,usable,1961,usable
Duodenum_ELF2_Male_66_2329.jpg,unusable,2329,unusable
Duodenum_ELOB_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_ELOB_Female_62_3515.jpg,usable,3515,usable
Duodenum_ELOB_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_ELOB_Male_59_1961.jpg,usable,1961,usable
Duodenum_ELOF1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ELOF1_Female_67_3479.jpg,usable,3479,usable
Duodenum_ELOF1_Male_55_1920.jpg,usable,1920,usable
Duodenum_ELOVL5_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_ELOVL5_Female_67_3479.jpg,usable,3479,usable
Duodenum_ELOVL5_Male_59_1961.jpg,usable,1961,usable
Duodenum_ELOVL7_Female_62_3515.jpg,usable,3515,usable
Duodenum_ELOVL7_Male_55_1920.jpg,usable,1920,usable
Duodenum_ELP2_Male_66_2329.jpg,unusable,2329,unusable
Duodenum_ELP3_Male_54_2562.jpg,usable,2562,usable
Duodenum_ELP4_Female_62_3515.jpg,usable,3515,usable
Duodenum_ELP4_Male_35_3219.jpg,usable,3219,usable
Duodenum_ELP4_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_ELP5_Male_54_2562.jpg,usable,2562,usable
Duodenum_EMC3_Female_62_3515.jpg,usable,3515,usable
Duodenum_EMC3_Male_35_3219.jpg,usable,3219,usable
Duodenum_EMC3_Male_55_1920.jpg,usable,1920,usable
Duodenum_EMC8_Female_62_3515.jpg,usable,3515,usable
Duodenum_EMC8_Female_67_3479.jpg,usable,3479,usable
Duodenum_EMC8_Male_55_1920.jpg,usable,1920,usable
Duodenum_EMC9_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_EMC9_Female_62_3515.jpg,usable,3515,usable
Duodenum_EMC9_Female_67_3479.jpg,usable,3479,usable
Duodenum_EMC9_Male_59_1961.jpg,usable,1961,usable
Duodenum_EME1_Male_54_2562.jpg,usable,2562,usable
Duodenum_EMID1_Female_48_75.jpg,unusable,75,unusable
Duodenum_EMID1_Female_77_195.jpg,usable,195,usable
Duodenum_EMID1_Male_63_1647.jpg,unusable,1647,UNUSABLE
Duodenum_EMID1_Male_73_64.jpg,usable,64,usable
Duodenum_EMID1_Male_84_139.jpg,unusable,139,unusable
Duodenum_EML4_Male_54_2562.jpg,usable,2562,usable
Duodenum_ENDOD1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ENPEP_Female_53_3413.jpg,usable,3413,usable
Duodenum_ENPEP_Male_66_2329.jpg,unusable,2329,unusable
Duodenum_ENPP3_Female_62_3515.jpg,usable,3515,usable
Duodenum_ENPP3_Male_35_3219.jpg,usable,3219,usable
Duodenum_ENPP3_Male_55_1920.jpg,usable,1920,usable
Duodenum_ENPP4_Male_54_2562.jpg,usable,2562,usable
Duodenum_ENSG00000111780_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_ENSG00000111780_Female_67_3479.jpg,usable,3479,usable
Duodenum_ENSG00000111780_Male_59_1961.jpg,usable,1961,usable
Duodenum_ENSG00000131152_Female_62_3515.jpg,usable,3515,usable
Duodenum_ENSG00000131152_Male_54_2562.jpg,usable,2562,usable
Duodenum_ENSG00000254692_Female_62_3515.jpg,usable,3515,usable
Duodenum_ENSG00000254692_Female_67_3479.jpg,usable,3479,usable
Duodenum_ENSG00000254692_Male_59_1961.jpg,usable,1961,usable
Duodenum_ENSG00000255730_Male_54_2562.jpg,usable,2562,usable
Duodenum_ENSG00000256591_Female_62_3515.jpg,usable,3515,usable
Duodenum_ENSG00000256591_Male_35_3219.jpg,usable,3219,usable
Duodenum_ENSG00000256591_Male_55_1920.jpg,usable,1920,usable
Duodenum_ENSG00000259132_Female_62_3515.jpg,usable,3515,usable
Duodenum_ENSG00000259132_Male_35_3219.jpg,usable,3219,usable
Duodenum_ENSG00000259132_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_ENSG00000260170_Female_62_3515.jpg,usable,3515,usable
Duodenum_ENSG00000260170_Female_67_3479.jpg,usable,3479,usable
Duodenum_ENSG00000260170_Male_55_1920.jpg,usable,1920,usable
Duodenum_ENSG00000262660_Male_54_2562.jpg,usable,2562,usable
Duodenum_ENSG00000267561_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_ENSG00000267561_Female_67_3479.jpg,usable,3479,usable
Duodenum_ENSG00000267561_Male_55_1920.jpg,usable,1920,usable
Duodenum_ENSG00000271254_Male_35_3219.jpg,usable,3219,usable
Duodenum_ENSG00000271254_Male_54_2562.jpg,usable,2562,usable
Duodenum_ENSG00000271254_Male_55_1920.jpg,usable,1920,usable
Duodenum_ENSG00000276345_Female_62_3515.jpg,usable,3515,usable
Duodenum_ENSG00000276345_Female_67_3479.jpg,usable,3479,usable
Duodenum_ENSG00000276345_Male_55_1920.jpg,usable,1920,usable
Duodenum_ENSG00000285304_Female_48_75.jpg,unusable,75,unusable
Duodenum_ENSG00000285304_Female_77_195.jpg,usable,195,usable
Duodenum_ENSG00000285304_Male_70_582.jpg,usable,582,usable
Duodenum_ENSG00000285304_Male_84_139.jpg,unusable,139,unusable
Duodenum_ENTPD2_Male_54_2562.jpg,usable,2562,usable
Duodenum_ENTPD4_Male_54_2562.jpg,usable,2562,usable
Duodenum_ENTPD5_Male_66_2329.jpg,usable,2329,usable
Duodenum_ENTPD6_Female_62_3515.jpg,usable,3515,usable
Duodenum_ENTPD6_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_ENY2_Male_54_2562.jpg,usable,2562,usable
Duodenum_EP400_Male_54_2562.jpg,usable,2562,usable
Duodenum_EPC2_Female_62_3515.jpg,usable,3515,usable
Duodenum_EPC2_Male_55_1920.jpg,usable,1920,usable
Duodenum_EPCAM_Male_54_2562.jpg,usable,2562,usable
Duodenum_EPCAM_Male_66_2329.jpg,unusable,2329,unusable
Duodenum_EPHB4_Male_54_2562.jpg,usable,2562,usable
Duodenum_EPHX2_Male_54_2562.jpg,usable,2562,usable
Duodenum_EPN3_Female_62_3515.jpg,usable,3515,usable
Duodenum_EPN3_Male_55_1920.jpg,usable,1920,usable
Duodenum_EPS15L1_Male_54_2562.jpg,usable,2562,usable
Duodenum_EPS8L2_Female_62_3515.jpg,usable,3515,usable
Duodenum_EPS8L2_Male_35_3219.jpg,usable,3219,usable
Duodenum_EPS8L2_Male_55_1920.jpg,usable,1920,usable
Duodenum_EPS8_Male_66_2329.jpg,usable,2329,usable
Duodenum_ERAL1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ERAP1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ERBB3_Female_62_3515.jpg,usable,3515,usable
Duodenum_ERBB3_Female_67_3479.jpg,usable,3479,usable
Duodenum_ERBB3_Male_35_3219.jpg,usable,3219,usable
Duodenum_ERBB3_Male_55_1920.jpg,usable,1920,usable
Duodenum_ERBIN_Female_62_3515.jpg,usable,3515,usable
Duodenum_ERBIN_Female_67_3479.jpg,usable,3479,usable
Duodenum_ERBIN_Male_55_1920.jpg,usable,1920,usable
Duodenum_ERCC5_Female_62_3515.jpg,usable,3515,usable
Duodenum_ERCC5_Female_67_3479.jpg,usable,3479,usable
Duodenum_ERCC5_Male_55_1920.jpg,usable,1920,usable
Duodenum_ERCC6L2_Female_62_3515.jpg,usable,3515,usable
Duodenum_ERCC6L2_Male_54_2562.jpg,usable,2562,usable
Duodenum_ERGIC1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ERGIC2_Female_67_3479.jpg,usable,3479,usable
Duodenum_ERGIC2_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_ERH_Male_66_2329.jpg,usable,2329,usable
Duodenum_ERI1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ERI1_Female_67_3479.jpg,usable,3479,usable
Duodenum_ERI1_Male_55_1920.jpg,usable,1920,usable
Duodenum_ERI1_Male_59_1961.jpg,usable,1961,usable
Duodenum_ERLIN1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ERMAP_Female_62_3515.jpg,usable,3515,usable
Duodenum_ERMAP_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_ERMAP_Male_55_1920.jpg,usable,1920,usable
Duodenum_ERN1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ERN2_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_ERN2_Female_62_3515.jpg,usable,3515,usable
Duodenum_ERN2_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_ERN2_Male_59_1961.jpg,usable,1961,usable
Duodenum_ERP29_Female_62_3515.jpg,usable,3515,usable
Duodenum_ERP29_Male_35_3219.jpg,usable,3219,usable
Duodenum_ERP29_Male_55_1920.jpg,usable,1920,usable
Duodenum_ESCO1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ESCO1_Female_67_3479.jpg,usable,3479,usable
Duodenum_ESCO1_Male_55_1920.jpg,usable,1920,usable
Duodenum_ESD_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_ESD_Male_35_3219.jpg,usable,3219,usable
Duodenum_ESD_Male_55_1920.jpg,usable,1920,usable
Duodenum_ESF1_Female_62_3515.jpg,usable,3515,usable
Duodenum_ESF1_Female_67_3479.jpg,usable,3479,usable
Duodenum_ESF1_Male_55_1920.jpg,unusable,1920,unusable
Duodenum_ESPN_Female_62_3515.jpg,usable,3515,usable
Duodenum_ESPN_Male_54_2562.jpg,usable,2562,usable
Duodenum_ESRRA_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_ESRRA_Female_62_3515.jpg,usable,3515,usable
Duodenum_ESRRA_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_ESRRA_Male_59_1961.jpg,usable,1961,usable
Duodenum_ETF1_Male_54_2562.jpg,usable,2562,usable
Duodenum_ETF1_Male_55_1920.jpg,usable,1920,usable
Duodenum_ETFA_Male_54_2562.jpg,usable,2562,usable
Duodenum_ETFB_Male_54_2562.jpg,usable,2562,usable
Duodenum_ETFDH_Female_62_3515.jpg,usable,3515,usable
Duodenum_ETFDH_Male_35_3219.jpg,usable,3219,usable
Duodenum_ETFDH_Male_55_1920.jpg,usable,1920,usable
Duodenum_ETV5_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_ETV5_Male_54_2562.jpg,usable,2562,usable
Duodenum_ETV5_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_EVC2_Female_62_3515.jpg,usable,3515,usable
Duodenum_EVC2_Male_35_3219.jpg,usable,3219,usable
Duodenum_EVC2_Male_55_1920.jpg,usable,1920,usable
Duodenum_EVI5L_Female_62_3515.jpg,usable,3515,usable
Duodenum_EVI5L_Male_35_3219.jpg,usable,3219,usable
Duodenum_EVI5L_Male_55_1920.jpg,usable,1920,usable
Duodenum_EWSR1_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_EWSR1_Female_67_3479.jpg,usable,3479,usable
Duodenum_EXOC3L1_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_EXOC3L1_Male_35_3219.jpg,usable,3219,usable
Duodenum_EXOC3L1_Male_55_1920.jpg,usable,1920,usable
Duodenum_EXOC3L2_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_EXOC3L2_Female_67_3479.jpg,usable,3479,usable
Duodenum_EXOC3L2_Male_59_1961.jpg,usable,1961,usable
Duodenum_EXOC5_Female_62_3515.jpg,usable,3515,usable
Duodenum_EXOC5_Female_67_3479.jpg,usable,3479,usable
Duodenum_EXOC5_Male_59_1961.jpg,usable,1961,usable
Duodenum_EXOC7_Male_54_2562.jpg,usable,2562,usable
Duodenum_EXOSC8_Female_67_3479.jpg,usable,3479,usable
Duodenum_EXOSC8_Male_54_2562.jpg,usable,2562,usable
Duodenum_EXOSC8_Male_55_1920.jpg,usable,1920,usable
Duodenum_EXT1_Female_62_3515.jpg,usable,3515,usable
Duodenum_EXT1_Male_35_3219.jpg,usable,3219,usable
Duodenum_EXT1_Male_55_1920.jpg,usable,1920,usable
Duodenum_EXTL2_Male_54_2562.jpg,usable,2562,usable
Duodenum_EYA2_Male_54_2562.jpg,usable,2562,usable
Duodenum_EZR_Male_66_2329.jpg,usable,2329,usable
Duodenum_F11R_Female_53_3413.jpg,usable,3413,usable
Duodenum_F11R_Female_62_3515.jpg,usable,3515,usable
Duodenum_F11R_Female_67_3479.jpg,usable,3479,usable
Duodenum_F11R_Male_66_2329.jpg,usable,2329,usable
Duodenum_FAAH_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAAP100_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAAP100_Male_35_3219.jpg,usable,3219,usable
Duodenum_FAAP100_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAAP24_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAAP24_Male_35_3219.jpg,usable,3219,usable
Duodenum_FAAP24_Male_55_1920.jpg,usable,1920,usable
Duodenum_FABP2_Female_62_3515.jpg,usable,3515,usable
Duodenum_FABP2_Female_67_3479.jpg,usable,3479,usable
Duodenum_FABP2_Male_35_3219.jpg,usable,3219,usable
Duodenum_FABP2_Male_55_1920.jpg,usable,1920,usable
Duodenum_FABP6_Female_62_3515.jpg,usable,3515,usable
Duodenum_FABP6_Male_54_2562.jpg,unusable,2562,unusable
Duodenum_FABP7_Male_35_3219.jpg,usable,3219,usable
Duodenum_FABP7_Male_54_2562.jpg,usable,2562,usable
Duodenum_FABP7_Male_55_1920.jpg,usable,1920,usable
Duodenum_FADS2_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAF2_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAF2_Female_67_3479.jpg,usable,3479,usable
Duodenum_FAHD1_Female_67_3479.jpg,usable,3479,usable
Duodenum_FAHD1_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAHD1_Male_59_1961.jpg,usable,1961,usable
Duodenum_FAHD2A_Male_35_3219.jpg,usable,3219,usable
Duodenum_FAHD2A_Male_55_1920.jpg,usable,1920,usable
Duodenum_FAM102B_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM102B_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAM104B_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_FAM104B_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAM110A_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM110A_Male_35_3219.jpg,usable,3219,usable
Duodenum_FAM110A_Male_55_1920.jpg,usable,1920,usable
Duodenum_FAM110B_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAM117A_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAM120A_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAM149B1_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM149B1_Male_35_3219.jpg,usable,3219,usable
Duodenum_FAM149B1_Male_55_1920.jpg,usable,1920,usable
Duodenum_FAM151B_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM151B_Female_67_3479.jpg,usable,3479,usable
Duodenum_FAM156A_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM156A_Female_67_3479.jpg,usable,3479,usable
Duodenum_FAM156B_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM156B_Female_67_3479.jpg,usable,3479,usable
Duodenum_FAM174B_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAM193B_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM193B_Male_35_3219.jpg,usable,3219,usable
Duodenum_FAM193B_Male_55_1920.jpg,usable,1920,usable
Duodenum_FAM222B_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_FAM222B_Female_67_3479.jpg,usable,3479,usable
Duodenum_FAM222B_Male_55_1920.jpg,usable,1920,usable
Duodenum_FAM234A_Female_62_3515.jpg,unusable,3515,unusable
Duodenum_FAM234A_Female_67_3479.jpg,usable,3479,usable
Duodenum_FAM234A_Male_59_1961.jpg,usable,1961,usable
Duodenum_FAM3B_Female_61_3614.jpg,unusable,3614,unusable
Duodenum_FAM3B_Male_54_2562.jpg,usable,2562,usable
Duodenum_FAM3B_Male_59_1961.jpg,unusable,1961,unusable
Duodenum_FAM3C_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM3C_Female_67_3479.jpg,unusable,3479,unusable
Duodenum_FAM3C_Male_35_3219.jpg,usable,3219,usable
Duodenum_FAM3C_Male_55_1920.jpg,usable,1920,usable
Duodenum_FAM47E-STBD1_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM47E-STBD1_Female_67_3479.jpg,usable,3479,usable
Duodenum_FAM47E-STBD1_Male_55_1920.jpg,usable,1920,usable
Duodenum_FAM47E_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM47E_Female_67_3479.jpg,usable,3479,usable
Duodenum_FAM47E_Male_55_1920.jpg,usable,1920,usable
Duodenum_FAM50A_Male_66_2329.jpg,unusable,2329,unusable
Duodenum_FAM53B_Female_62_3515.jpg,usable,3515,usable
Duodenum_FAM53B_Male_35_3219.jpg,usable,3219,usable
